episode,reward,steps,success,reached_pickup,completed_delivery,collisions,penalty_zone_visits
612,-6426.0,320,0,0,0,61,1
613,-5640.0,320,0,0,0,53,10
614,-5128.0,320,0,0,0,48,3
615,-6529.0,320,0,0,0,62,4
616,-5821.0,320,0,0,0,55,0
617,-7029.0,320,0,1,0,67,20
618,-7601.0,320,0,0,0,73,0
619,-7321.0,320,0,0,0,70,6
620,-6476.0,320,0,0,0,61,9
621,-6123.0,320,0,0,0,58,0
622,-8236.0,320,0,0,0,79,11
623,-5946.0,320,0,0,0,56,15
624,-8045.0,320,0,0,0,77,18
625,-6427.0,320,0,0,0,61,6
626,-9276.0,320,0,1,0,90,8
627,-8105.0,320,0,0,0,78,0
628,-5828.0,320,0,0,0,55,1
629,-6710.0,320,0,0,0,64,1
630,-4741.0,320,0,0,0,44,8
631,-7101.0,320,0,0,0,68,0
632,-5919.0,320,0,0,0,56,0
633,-5744.0,320,0,0,0,54,3
634,-7222.0,320,0,0,0,69,0
635,-7106.0,320,0,0,0,68,0
636,-5915.0,320,0,0,0,56,0
637,-6630.0,320,0,0,0,63,0
638,-6740.0,320,0,0,0,64,13
639,-7705.0,320,0,0,0,74,2
640,-6467.0,320,0,0,0,61,0
641,-6137.0,320,0,0,0,58,4
642,-6722.0,320,0,0,0,64,0
643,-5859.0,320,0,0,0,55,3
644,-8475.0,320,0,0,0,82,1
645,-7993.0,320,0,0,0,77,0
646,-5927.0,320,0,0,0,56,1
647,-6050.0,320,0,0,0,57,6
648,-5953.0,320,0,0,0,56,3
649,-4737.0,320,0,0,0,44,0
650,-8013.0,320,0,0,0,77,4
651,-5934.0,320,0,0,0,56,0
652,-6014.0,320,0,0,0,57,0
653,-5944.0,320,0,0,0,56,12
654,-4735.0,320,0,0,0,44,0
655,-6940.0,320,0,0,0,66,12
656,-5143.0,320,0,0,0,48,3
657,-5146.0,320,0,0,0,48,0
658,-5933.0,320,0,0,0,56,0
659,-5832.0,320,0,0,0,55,0
660,-5722.0,320,0,0,0,54,2
661,-6618.0,320,0,0,0,63,0
662,-8106.0,320,0,0,0,78,4
663,-7209.0,320,0,0,0,69,0
664,-5835.0,320,0,0,0,55,2
665,-6124.0,320,0,0,0,58,0
666,-6137.0,320,0,0,0,58,4
667,-7812.0,320,0,0,0,75,0
668,-5235.0,320,0,0,0,49,0
669,-4758.0,320,0,0,0,44,11
670,-6261.0,320,0,0,0,59,3
671,-7324.0,320,0,0,0,70,0
672,-6128.0,320,0,0,0,58,9
673,-5632.0,320,0,0,0,53,0
674,-6052.0,320,0,0,0,57,7
675,-6117.0,320,0,0,0,58,0
676,-4783.0,320,0,0,0,44,5
677,-6212.0,320,0,0,0,59,1
678,-6326.0,320,0,0,0,60,2
679,-5926.0,320,0,0,0,56,0
680,-7014.0,320,0,0,0,67,5
681,-6219.0,320,0,0,0,59,2
682,-7805.0,320,0,0,0,75,0
683,-5634.0,320,0,0,0,53,0
684,-5538.0,320,0,0,0,52,5
685,-7013.0,320,0,0,0,67,7
686,-6029.0,320,0,0,0,57,4
687,-6328.0,320,0,0,0,60,2
688,-7051.0,320,0,0,0,67,0
689,-7209.0,320,0,0,0,69,4
690,-6526.0,320,0,0,0,62,3
